426.jpg,1.00,517.7977905273438,83.70008850097656
426.jpg,0.99,424.68304443359375,420.0125427246094
1190.jpg,1.00,506.82708740234375,83.30027770996094
1190.jpg,0.99,422.2806396484375,419.724365234375
84.jpg,1.00,505.45587158203125,83.52517700195312
84.jpg,0.99,422.197998046875,420.39794921875
347.jpg,1.00,506.8200988769531,83.58592224121094
347.jpg,0.99,423.96044921875,420.04949951171875
995.jpg,1.00,506.5714111328125,83.30789947509766
995.jpg,0.99,422.09051513671875,419.80499267578125
1116.jpg,1.00,506.74908447265625,83.4072265625
1116.jpg,0.99,423.54864501953125,419.64697265625
238.jpg,1.00,508.50750732421875,83.50357818603516
238.jpg,0.99,424.27197265625,420.00213623046875
866.jpg,1.00,506.33917236328125,83.4100341796875
866.jpg,0.99,424.4891052246094,419.8290710449219
390.jpg,1.00,502.70574951171875,83.43563842773438
390.jpg,0.99,422.6800537109375,420.1740417480469
896.jpg,1.00,506.5910339355469,83.38059997558594
896.jpg,0.99,423.00872802734375,419.65557861328125
510.jpg,1.00,473.8807373046875,85.57530212402344
510.jpg,0.99,422.6437072753906,419.9051513671875
1186.jpg,1.00,506.76214599609375,83.32086181640625
1186.jpg,0.99,423.6916809082031,419.76275634765625
1213.jpg,1.00,506.6214599609375,83.26649475097656
1213.jpg,0.99,422.8665466308594,419.66326904296875
1286.jpg,1.00,506.32891845703125,83.34561920166016
1286.jpg,0.99,424.01678466796875,419.9761962890625
654.jpg,1.00,510.18017578125,83.52161407470703
654.jpg,0.99,423.8375244140625,419.7798156738281
882.jpg,1.00,507.08245849609375,83.32733917236328
882.jpg,0.99,424.0980529785156,419.82080078125
607.jpg,1.00,514.0404052734375,83.47688293457031
607.jpg,0.99,422.43853759765625,420.1181945800781
1124.jpg,1.00,506.23297119140625,83.28585052490234
1124.jpg,0.99,424.271728515625,419.7176513671875
1275.jpg,1.00,506.8389892578125,83.3658447265625
1275.jpg,0.99,422.9464111328125,419.5395812988281
446.jpg,1.00,524.814453125,84.31697845458984
446.jpg,0.99,424.754150390625,420.0277404785156
351.jpg,1.00,506.8792724609375,83.53875732421875
351.jpg,0.99,423.38873291015625,420.1074523925781
1328.jpg,1.00,506.25128173828125,83.30587005615234
1328.jpg,0.99,423.00592041015625,419.928955078125
800.jpg,1.00,505.6956787109375,83.3043212890625
800.jpg,0.99,424.37139892578125,419.8458557128906
162.jpg,1.00,505.01953125,83.57730102539062
162.jpg,0.99,422.5582275390625,420.39495849609375
121.jpg,1.00,506.575927734375,83.54632568359375
121.jpg,0.99,423.45843505859375,420.1106872558594
445.jpg,1.00,497.6875,83.46273803710938
445.jpg,0.99,422.3302001953125,420.0108947753906
416.jpg,1.00,499.5179443359375,83.48085021972656
416.jpg,0.99,422.70068359375,420.069091796875
119.jpg,1.00,504.84527587890625,83.50852966308594
119.jpg,0.99,422.2486267089844,420.33551025390625
1139.jpg,1.00,506.7088623046875,83.37136840820312
1139.jpg,0.99,422.37164306640625,420.0115966796875
1120.jpg,1.00,506.7034912109375,83.25988006591797
1120.jpg,0.99,422.3638916015625,419.88885498046875
706.jpg,1.00,502.92620849609375,83.32945251464844
706.jpg,0.99,424.69757080078125,419.6748962402344
735.jpg,1.00,507.0812072753906,83.41062927246094
735.jpg,0.99,421.96124267578125,419.962890625
589.jpg,1.00,497.7686462402344,83.4308853149414
589.jpg,0.99,422.72821044921875,419.98345947265625
428.jpg,1.00,502.4521179199219,83.58555603027344
428.jpg,0.99,422.78594970703125,419.99029541015625
218.jpg,1.00,506.60906982421875,83.61638641357422
218.jpg,0.99,423.775634765625,420.0489501953125
150.jpg,1.00,505.72088623046875,83.50721740722656
150.jpg,0.99,422.39715576171875,420.2825622558594
46.jpg,1.00,505.96868896484375,83.66584777832031
46.jpg,0.99,423.02911376953125,420.31622314453125
424.jpg,1.00,503.49993896484375,83.44680786132812
424.jpg,0.99,423.21258544921875,420.03668212890625
1060.jpg,1.00,506.7919921875,83.34432983398438
1060.jpg,0.99,422.5115051269531,419.8409729003906
1266.jpg,1.00,506.89495849609375,83.32450866699219
1266.jpg,0.99,422.576171875,419.68231201171875
527.jpg,1.00,538.343017578125,86.59947204589844
527.jpg,0.99,424.5537109375,419.8634948730469
453.jpg,1.00,483.20458984375,84.4078140258789
453.jpg,0.99,422.99713134765625,419.8743896484375
99.jpg,1.00,507.01904296875,83.58892822265625
99.jpg,0.99,424.09661865234375,420.3045654296875
918.jpg,1.00,506.4529724121094,83.45356750488281
918.jpg,0.99,422.58038330078125,420.0091552734375
268.jpg,1.00,509.74566650390625,83.44781494140625
268.jpg,0.99,424.6018981933594,420.2042236328125
204.jpg,1.00,507.2044677734375,83.57720947265625
204.jpg,0.99,424.6080322265625,420.203369140625
554.jpg,1.00,537.8018798828125,86.69366455078125
554.jpg,0.99,424.984375,420.17822265625
406.jpg,1.00,503.64154052734375,83.34529113769531
406.jpg,0.99,422.7417297363281,420.10992431640625
230.jpg,1.00,508.134521484375,83.51814270019531
230.jpg,0.99,424.0345458984375,420.0804443359375
47.jpg,1.00,505.06182861328125,83.65550994873047
47.jpg,0.99,422.27783203125,420.45086669921875
405.jpg,1.00,502.0438537597656,83.41157531738281
405.jpg,0.99,422.83050537109375,420.07781982421875
929.jpg,1.00,506.70745849609375,83.44590759277344
929.jpg,0.99,422.53826904296875,419.9091796875
203.jpg,1.00,506.4578857421875,83.57271575927734
203.jpg,0.99,423.033447265625,420.1820068359375
952.jpg,1.00,506.1702880859375,83.38563537597656
952.jpg,0.99,424.29339599609375,419.86895751953125
1307.jpg,1.00,506.54669189453125,83.33587646484375
1307.jpg,0.99,422.24652099609375,419.931396484375
451.jpg,1.00,500.7138671875,83.50690460205078
451.jpg,0.99,422.80938720703125,419.94244384765625
1177.jpg,1.00,506.44183349609375,83.36064147949219
1177.jpg,0.99,422.5026550292969,419.6905212402344
789.jpg,1.00,508.22430419921875,83.54177856445312
