left000327,motion-1,506.4161071777344,244.48562622070312
left000327,t-table,688.5594482421875,376.9222717285156
left002407,motion-1,506.4255676269531,244.37551879882812
left002407,t-table,688.5003051757812,376.7653503417969
left001902,motion-1,506.56756591796875,244.47683715820312
left001902,t-table,688.2430419921875,376.7376708984375
left003640,motion-1,505.65716552734375,244.3936004638672
left003640,t-table,688.7572631835938,376.895263671875
left001688,motion-1,506.77691650390625,244.50204467773438
left001688,t-table,688.2630615234375,376.89599609375
left001715,motion-1,506.0614013671875,244.4578857421875
left001715,t-table,688.399169921875,376.8228759765625
left002235,motion-1,506.4827880859375,244.45254516601562
left002235,t-table,688.18603515625,376.84539794921875
left001391,motion-1,506.4522705078125,244.44105529785156
left001391,t-table,688.32177734375,376.9925537109375
left001369,motion-1,506.6180114746094,244.38113403320312
left001369,t-table,688.104736328125,376.7735595703125
left001973,motion-1,506.4705810546875,244.49298095703125
left001973,t-table,688.320068359375,376.936767578125
left001411,motion-1,506.7942199707031,244.42332458496094
left001411,t-table,688.2062377929688,377.0185546875
left000341,motion-1,506.3329162597656,244.4820556640625
left000341,t-table,688.707763671875,376.83746337890625
left003323,motion-1,505.93719482421875,244.412353515625
left003323,t-table,688.7886962890625,376.928955078125
left001508,motion-1,506.46954345703125,244.40728759765625
left001508,t-table,688.2413940429688,377.0079650878906
left003094,motion-1,506.31170654296875,244.51193237304688
left003094,t-table,688.722900390625,376.9737243652344
left000718,motion-1,506.34344482421875,244.4516143798828
left000718,t-table,688.676513671875,376.82891845703125
left000442,motion-1,506.30615234375,244.49859619140625
left000442,t-table,688.4633178710938,376.98004150390625
left000681,motion-1,506.41546630859375,244.43411254882812
left000681,t-table,688.72119140625,376.6784362792969
left000033,motion-1,506.3070068359375,244.54344177246094
left000033,t-table,688.6331787109375,376.8648681640625
left003274,motion-1,505.72198486328125,244.4531707763672
left003274,t-table,688.606201171875,376.830078125
left001583,motion-1,506.49200439453125,244.4041748046875
left001583,t-table,688.3363037109375,376.9627380371094
left003141,motion-1,506.32635498046875,244.47926330566406
left003141,t-table,688.73486328125,376.93121337890625
left002378,motion-1,506.41668701171875,244.40606689453125
left002378,t-table,688.4853515625,376.8800048828125
left001283,motion-1,506.4510192871094,244.3997802734375
left001283,t-table,688.4391479492188,376.8920593261719
left002308,motion-1,506.4502868652344,244.4898223876953
left002308,t-table,688.1448974609375,376.75244140625
left002004,motion-1,506.3464050292969,244.40866088867188
left002004,t-table,688.2628173828125,376.9474182128906
left003046,motion-1,506.517822265625,244.43035888671875
left003046,t-table,688.793212890625,376.98577880859375
left001954,motion-1,506.2872009277344,244.42059326171875
left001954,t-table,688.3873291015625,376.86871337890625
left002496,motion-1,506.61468505859375,244.3177490234375
left002496,t-table,688.5330810546875,376.84600830078125
left003721,motion-1,505.6593017578125,244.3930206298828
left003721,t-table,688.6617431640625,376.9134216308594
left000168,motion-1,506.5538024902344,244.44815063476562
left000168,t-table,688.832763671875,376.92022705078125
left003471,motion-1,505.61297607421875,244.54656982421875
left003471,t-table,688.856201171875,376.81793212890625
left003056,motion-1,506.3551025390625,244.51541137695312
left003056,t-table,688.8345336914062,376.9302978515625
left002363,motion-1,506.4762878417969,244.37149047851562
left002363,t-table,688.2467041015625,376.8465270996094
left000625,motion-1,506.5957946777344,244.43453979492188
left000625,t-table,688.5719604492188,376.9144287109375
left001177,motion-1,506.5377197265625,244.4400177001953
left001177,t-table,688.2816162109375,376.9510192871094
left000696,motion-1,506.39404296875,244.50234985351562
left000696,t-table,688.7589721679688,376.84283447265625
left000230,motion-1,506.6007385253906,244.42132568359375
left000230,t-table,688.6285400390625,376.9028015136719
left002404,motion-1,506.3330078125,244.40089416503906
left002404,t-table,688.49267578125,376.79412841796875
left000496,motion-1,506.30120849609375,244.49705505371094
left000496,t-table,688.4896240234375,376.8831481933594
left001083,motion-1,506.6702880859375,244.42990112304688
left001083,t-table,688.40625,376.8963317871094
left001588,motion-1,506.57379150390625,244.41026306152344
left001588,t-table,688.385009765625,376.7782897949219
left001807,motion-1,506.32757568359375,244.36993408203125
left001807,t-table,688.307861328125,376.8909912109375
left003462,motion-1,505.24871826171875,244.5146942138672
left003462,t-table,688.92041015625,376.85882568359375
left000894,motion-1,506.2962646484375,244.54623413085938
left000894,t-table,688.5892333984375,376.85906982421875
left002099,motion-1,506.432373046875,244.43746948242188
left002099,t-table,688.2005004882812,376.83935546875
left002459,motion-1,506.40179443359375,244.47274780273438
left002459,t-table,688.614013671875,376.8975830078125
left000549,motion-1,506.4559326171875,244.44415283203125
left000549,t-table,688.5306396484375,376.918212890625
left000395,motion-1,506.5865478515625,244.47116088867188
left000395,t-table,688.4833984375,377.02606201171875
left001170,motion-1,506.3762512207031,244.48553466796875
left001170,t-table,688.2835693359375,376.799560546875
left000254,motion-1,506.4024658203125,244.46231079101562
left000254,t-table,688.69580078125,376.8842468261719
left001703,motion-1,506.846435546875,244.42245483398438
left001703,t-table,688.307373046875,376.85357666015625
left000425,motion-1,506.31964111328125,244.453857421875
left000425,t-table,688.5474853515625,376.88812255859375
left003466,motion-1,505.4539794921875,244.48135375976562
left003466,t-table,688.860107421875,376.9332580566406
left001833,motion-1,506.69134521484375,244.51409912109375
left001833,t-table,688.3856201171875,377.01904296875
left001653,motion-1,506.012939453125,244.55130004882812
left001653,t-table,688.3033447265625,376.98211669921875
left002711,motion-1,506.41522216796875,244.40805053710938
left002711,t-table,688.693115234375,376.8797607421875
left002812,motion-1,506.5968933105469,244.45660400390625
left002812,t-table,688.78759765625,376.943359375
left001745,motion-1,506.5821838378906,244.4923095703125
left001745,t-table,688.3036499023438,376.8757629394531
left001944,motion-1,506.6475830078125,244.38442993164062
left001944,t-table,688.292236328125,377.03778076171875
left001600,motion-1,506.3978576660156,244.42083740234375
left001600,t-table,688.3508911132812,376.91033935546875
left000852,motion-1,506.4887390136719,244.45724487304688
left000852,t-table,688.4528198242188,376.756591796875
left001572,motion-1,506.6069641113281,244.4721221923828
left001572,t-table,688.2808837890625,376.9111022949219
left002305,motion-1,506.14349365234375,244.44631958007812
left002305,t-table,688.3331298828125,376.8721008300781
left003541,motion-1,505.42437744140625,244.53802490234375
left003541,t-table,688.9223022460938,376.77850341796875
left001427,motion-1,506.4788513183594,244.44715881347656
left001427,t-table,688.5782470703125,376.9989013671875
left002998,motion-1,506.48687744140625,244.44955444335938
left002998,t-table,688.7935791015625,376.907470703125
left001337,motion-1,506.4595031738281,244.399658203125
left001337,t-table,688.3237915039062,376.75335693359375
left003710,motion-1,505.7953186035156,244.4874725341797
left003710,t-table,688.6024169921875,376.95953369140625
left000976,motion-1,506.53179931640625,244.4645233154297
left000976,t-table,688.5211181640625,376.8824462890625
left002925,motion-1,506.42718505859375,244.46420288085938
left002925,t-table,688.859130859375,376.8521728515625
left002868,motion-1,506.6165771484375,244.49270629882812
left002868,t-table,688.8699951171875,376.8499755859375
left003508,motion-1,505.4917907714844,244.53538513183594
left003508,t-table,688.8143310546875,376.7873229980469
left003370,motion-1,506.0552978515625,244.4803466796875
left003370,t-table,688.7919921875,376.943115234375
left000066,motion-1,506.5245361328125,244.405029296875
left000066,t-table,688.479736328125,376.979248046875
left002290,motion-1,506.496337890625,244.42234802246094
left002290,t-table,688.1978759765625,376.90252685546875
left002344,motion-1,506.46087646484375,244.32684326171875
left002344,t-table,688.4512329101562,376.96624755859375
