426,motion,274.5119934082031,145.1018829345703
426,motion,621.3599853515625,285.70562744140625
426,motion,623.7947387695312,310.2845458984375
426,motion,621.160888671875,247.82164001464844
426,motion,621.2429809570312,209.455810546875
426,motion,175.56988525390625,426.70440673828125
426,motion,621.4525146484375,172.10006713867188
426,motion,624.0826416015625,329.81207275390625
426,motion,624.2220458984375,348.96875
426,motion,627.4686279296875,250.4541473388672
426,motion,621.4991455078125,134.6238250732422
426,motion,627.5044555664062,308.5353698730469
426,motion,627.5032348632812,181.40167236328125
426,motion,623.41455078125,98.76893615722656
426,motion,623.45556640625,79.54743194580078
426,motion,621.45849609375,58.12330627441406
426,motion,627.6451416015625,104.14146423339844
426,motion,624.037841796875,368.6090087890625
426,motion,623.467529296875,31.523391723632812
426,motion,39.78544235229492,25.710046768188477
426,motion,21.035106658935547,31.11211585998535
426,motion,292.9310302734375,139.506591796875
426,motion,631.7186889648438,178.2041015625
426,motion,631.5128173828125,86.9385986328125
426,motion,631.5406494140625,149.44573974609375
426,motion,631.408935546875,67.7839584350586
426,motion,631.5438232421875,110.95985412597656
426,motion,631.525146484375,130.20114135742188
426,motion,631.3327026367188,48.75553894042969
426,motion,625.30224609375,18.174039840698242
426,motion,631.456298828125,29.54620361328125
426,motion,611.82080078125,13.516069412231445
426,motion,26.645349502563477,14.970511436462402
426,motion,12.256630897521973,392.63702392578125
426,motion,622.6836547851562,399.00091552734375
426,motion,627.759033203125,375.6297607421875
426,motion,34.27040100097656,461.37335205078125
426,motion,632.4129638671875,368.07293701171875
426,motion,611.9766845703125,443.90679931640625
426,motion,69.4720230102539,232.9559783935547
426,motion,310.93133544921875,233.99948120117188
426,motion,622.9151611328125,435.26885986328125
426,motion,628.0699462890625,8.456666946411133
426,motion,251.55068969726562,100.44183349609375
426,motion,523.88720703125,462.3193359375
426,motion,474.478515625,93.46141052246094
426,motion,10.399105072021484,16.60449981689453
426,motion,131.65452575683594,193.15614318847656
426,motion,15.857681274414062,7.587083339691162
426,motion,616.3407592773438,461.3002624511719
426,motion,229.29095458984375,262.09954833984375
426,motion,509.16552734375,59.05070495605469
426,motion,472.96405029296875,212.32070922851562
426,motion,405.8936767578125,153.78823852539062
426,motion,21.65391731262207,443.8867492675781
426,motion,20.200969696044922,416.795166015625
426,motion,483.91754150390625,461.6834716796875
426,motion,428.158447265625,469.54669189453125
426,motion,282.67498779296875,166.97259521484375
426,motion,55.29815673828125,124.22239685058594
426,motion,148.44192504882812,353.006591796875
426,motion,636.2092895507812,66.24015045166016
426,motion,502.3518371582031,469.9842529296875
426,motion,380.3944091796875,374.5323486328125
426,motion,634.5933837890625,16.668224334716797
426,motion,469.86016845703125,107.78760528564453
426,motion,629.4097290039062,444.35931396484375
426,motion,398.25933837890625,462.55615234375
426,motion,631.947998046875,428.2202453613281
426,motion,17.39963150024414,456.4788818359375
426,motion,603.2186279296875,470.5953369140625
426,motion,543.2225952148438,63.77762985229492
426,motion,524.265625,104.20050811767578
426,motion,184.24575805664062,271.731689453125
426,motion,136.66148376464844,65.56336212158203
426,motion,636.1492919921875,37.07844543457031
426,motion,446.3817138671875,461.04693603515625
426,motion,390.382080078125,423.73931884765625
426,motion,518.64208984375,271.56494140625
426,motion,287.80975341796875,295.7838439941406
426,motion,628.0888061523438,463.536376953125
426,motion,418.26849365234375,239.70001220703125
426,motion,22.489749908447266,468.587158203125
426,motion,507.47637939453125,334.9022521972656
426,motion,488.47296142578125,93.35108947753906
426,motion,517.8067626953125,86.15673065185547
426,motion,464.709228515625,468.86669921875
426,motion,407.6129455566406,352.75347900390625
426,motion,4.715819358825684,8.89794635772705
426,motion,632.4212646484375,447.52789306640625
426,motion,275.182861328125,379.4996337890625
426,motion,13.379085540771484,428.5850830078125
426,motion,69.25968933105469,345.3998718261719
426,motion,632.8078002929688,390.62225341796875
426,motion,633.4054565429688,3.2879438400268555
426,motion,290.382080078125,71.24193572998047
426,motion,116.79906463623047,414.76715087890625
426,motion,17.36756706237793,433.4864501953125
426,motion,7.447064399719238,3.8870928287506104
426,motion,556.93310546875,107.09771728515625
84,motion,439.56646728515625,108.30625915527344
84,motion,518.866943359375,176.85592651367188
84,spalling,510.9054870605469,68.33218383789062
995,motion,499.5650939941406,60.02155685424805
995,motion,449.56903076171875,411.51025390625
995,motion,426.84893798828125,397.4661865234375
995,motion,412.5564270019531,406.95025634765625
995,motion,408.6761779785156,397.9124450683594
995,motion,389.73419189453125,443.596923828125
995,motion,124.12989044189453,158.3682403564453
995,motion,114.23155975341797,316.4071044921875
995,cracks,278.5401306152344,142.31080627441406
510,cracks,445.08197021484375,422.92938232421875
510,cracks,498.9591064453125,94.0992431640625
510,cracks,500.83819580078125,84.73419189453125
1186,t-table,621.517822265625,296.206787109375
1186,t-table,621.2863159179688,258.531982421875
1186,t-table,621.4678344726562,324.75311279296875
1186,t-table,624.34814453125,340.2580261230469
1186,t-table,621.5025634765625,367.26092529296875
1186,t-table,621.357666015625,220.3196258544922
1186,t-table,621.4283447265625,191.7015838623047
1186,t-table,621.54736328125,154.472412109375
1186,t-table,627.5476684570312,300.88763427734375
1186,t-table,623.4614868164062,137.61056518554688
